source;sheet;row;code;resolved_factory;inn;name;output;status;changed;applied;problems
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2704;648-446043;"ООО ""Белый свет 2000"", Россия, Москва, ИНН 7719203806, КПП 774301001, info@belysvet.ru";7719203806;"Знак безопасности ""Выход"", Артикул a15106 PT-17176.C07 по типу ТУ 22.29.22-001-54762960-2019. Масса-0,00045 т.";"Знак безопасности ""Выход"", PT-17176.C07 Масса-0,00045 т";ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2328;19-449838-С;"АО ""Амира"" , Россия, Санкт-Петербург, ИНН 7806013181, КПП 780601001, amira@amira.ru";7806013181;Молниеотвод (Н-30м) по типу ТУ 96766379-008-2017 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УОК.019.4605.000-ЭГ.ОЛ инв.№019252/0004.;Молниеотвод (Н-30м) Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УОК.019.4605.000-ЭГ.ОЛ инв.№019252/0004;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1559;23-274553-С;"ООО ""Восточная арматурная компания"", ИНН 0275057393";0275057393;Затвор дисковый фланцевый, трехэксцентриковый с ручным управлением, DN 80, PN 1,6 МПа, двухстороннего действия, класс герметичности А, материал корпуса - хладостойкая сталь, фланцы - исполнение УХЛ, рабочая среда - вода питьевая с температурой 20 C. В комплекте с ответными фланцами из стали 09Г2С, крепежом и прокладками. ЗД.2-ВАРК-80-16-01-10 по типу ТУ 3741-009-97965425-2007.;Затвор дисковый фланцевый, трехэксцентриковый с ручным управлением, DN 80, PN 1,6 МПа, двухстороннего действия, класс герметичности А, материал корпуса - хладостойкая сталь, фланцы - исполнение УХЛ, рабочая среда - вода питьевая с температурой 20 C. В комплекте с ответными фланцами из стали 09Г2С, крепежом и прокладками. ЗД.2- -80-16-01-10;ЗЕЛЁНЫЙ;True;ВАРК;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1683;6310-332097;"АО НПК ""ВИП"", Россия, г. Екатеринбург, ИНН 6662058814, КПП 668501001, info@npkvip.ru";6662058814;Преобразователь избыточного давления в комплекте с клапанным блоком СДВ-SMART-Ex-И-1161-02-S-ЭП1-t16-025-16,0 МПа-42+НАRT-К04-П-КБуст/БКН2-10//СК(ДИ)/М20-09Г2С АГБР.406239.01 по типу ТУ№ 50-01/АВ-022332 от 24 мая 2023 г. п. 1. Масса-0,0022 т.;Преобразователь избыточного давления в комплекте с клапанным блоком СДВ-SMART-Ex-И-1161-02-S-ЭП1-t16-025-16,0 МПа-42+НАRT-К04-П-КБуст/БКН2-10//СК(ДИ)/М20-09Г2С № 50-01/АВ-022332 от 24 мая 2023 г. п. 1. Масса-0,0022 т;ЗЕЛЁНЫЙ;True;АГБР.;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;228;643-441431;"ООО ""Уральский завод специального арматуростроения"", Россия, г. Челябинск, ИНН 7451403608, КПП 745101001, uzsa@uzsa.ru";7451403608;Кран шаровой специальный DN 300 PN 200 кгс/см2 с ручным приводом, под приварку, подземной установки, климатическое исполнение ХЛ1 КШС-3-DN300-PN200-РУ-Св-ПЗ-С8-ХЛ1 по типу ТУ 3742-031-75432272-2016 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КУ.004.0000.000-ТЛ.ОЛ1 инв.№010220/0004. Масса-1,92 т.;Кран шаровой специальный DN 300 PN 200 кгс/см2 с ручным приводом, под приварку, подземной установки, климатическое исполнение ХЛ1 КШС-3-DN300-PN200-РУ-Св-ПЗ-С8-ХЛ1 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КУ.004.0000.000-ТЛ.ОЛ1 инв.№010220/0004. Масса-1,92 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2593;649-428366;"ЗАО НПК ""Эталон"", Россия, г.Волгодонск, ИНН 6143002656, КПП 614301001, info@npketalon.ru";6143002656;"Устройство дистанционного пуска с надписью ""Стоп вентиляции"" ExУДП-1-А-М25+М25-18-С-Стоп вентиляции УХЛ1.1 ЮВМА.420520.004 по типу ТУ. Масса-0,003 т.";"Устройство дистанционного пуска с надписью ""Стоп вентиляции"" вентиляции УХЛ1.1 ЮВМА.420520.004. Масса-0,003 т";ЗЕЛЁНЫЙ;True;ExУДП;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1962;109-232390-С;"ООО ""Газснабинвест"", ИНН 6450925261";6450925261;Оголовок продувочной свечи на сбросную трубу наружным диаметром 57 мм с толщиной стенки 4 мм, из стали 09Г2С, с давлением рабочей среды 1,6 МПа, вид климатического исполнения УХЛ1 ОПС 57х4 09Г2С-1,6 ТУ 1469-020-96950580-2011.;Оголовок продувочной свечи на сбросную трубу наружным диаметром 57 мм с толщиной стенки 4 мм, из стали 09Г2С, с давлением рабочей среды 1,6 МПа, вид климатического исполнения УХЛ1 ОПС 57х4 09Г2С-1,6;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2440;13-373627-С;"ООО ""Арматурный завод"", Россия, г.Уфа, ИНН 0278170037, КПП 027601001, armz@arm-z.ru";0278170037;Задвижка клиновая стальная DN 100 PN 1,6 МПа, фланцевая в комплекте с ответными фланцами исп.F, крепежом и прокладками, с поворотной заглушкой, климатического исполнения ХЛ1, с ручным управлением, в сейсмостойком исполнении,среда метанол ЗКЛ.2.у-р2-100-16.20ГЛ.Ф3.ГП по типу ТУ 3741-010-64164940-2014.;Задвижка клиновая стальная DN 100 PN 1,6 МПа, фланцевая в комплекте с ответными фланцами исп.F, крепежом и прокладками, с поворотной заглушкой, климатического исполнения ХЛ1, с ручным управлением, в сейсмостойком исполнении,среда метанол ЗКЛ.2.у-р2-100-16.20ГЛ.Ф3.ГП;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2125;6410-334128;"АО ""НПК ВИП"", Россия, г. Екатеринбург, ИНН 6662058814, КПП 668501001, info@npkvip.ru";6662058814;Преобразователь избыточного давления в комплекте с клапанным блоком СДВ-SMART-Ex-И-1120-01-S-ЭП1-t16-025-1,60кПа-42+HART-К04-П-КБуст/БКН2-Н//СК(ДИ)/М20-09Г2С АГБР.406239.01 по типу ТУ. Масса-0,0022 т.;Преобразователь избыточного давления в комплекте с клапанным блоком СДВ-SMART-Ex-И-1120-01-S-ЭП1-t16-025-1,60кПа-42+HART-К04-П-КБуст/БКН2-Н//СК(ДИ)/М20-09Г2С. Масса-0,0022 т;ЗЕЛЁНЫЙ;True;АГБР.;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1708;103-206914-С;"ООО Завод ""Световые технологии"", Россия, г.Рязань, ИНН 6229028102, КПП 622901001, info@rzn.LTcompany.com";6229028102;Светильник светодиодный, 66 Вт, УХЛ1, IP66. Код светильника 1499000680 RUT 1 D80 5000K по типу ТУ 3461-001-44919750-12.;Светильник светодиодный, 66 Вт, УХЛ1, IP66. Код светильника 1499000680 RUT 1 D80 5000K;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1279;19-426176-С;"ООО Завод ""Современные технологии изоляции"", Россия, г. Челябинск, ИНН 7453316245, КПП 772901000, info@zsti.ru";7453316245;Элемент Z-образный Ст 108х4 ТУ 1469-003-67983609-2012 +1д25х3  550/2000/550 - ППУ ОЦ 315 Тип 1 Пк-40 ТУ 24.20.40-021-19833317-2022, ст.09Г2С ГОСТ 8732-78, ст.20 ГОСТ 8734-75, ТУ 23.99.19-004-19833317-2019 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВПК.003.2401.000-НВК.Н1 инв.№10181773.;Элемент Z-образный Ст 108х4 +1д25х3 550/2000/550 - ППУ ОЦ 315 Тип 1 Пк-40, ст.09Г2С ГОСТ 8732-78, ст.20 ГОСТ 8734-75, Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВПК.003.2401.000-НВК.Н1 инв.№10181773;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1645;19-440964-С;"ООО ""Ньюфрост"", Россия, г. Протвино, ИНН 5037003085, КПП 503701001, newfrost@bk.ru";5037003085;"Термостабилизатор ТСГ-15.2; Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4408.105-ТСГ.ОЛ1 инв.№009873/0004.";"Термостабилизатор ТСГ-15.2; Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4408.105-ТСГ.ОЛ1 инв.№009873/0004";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1930;630-326995;"ООО ""Лабораторная мебель ""Аналитика"", Россия, г. Омск, ИНН 5501124119, КПП 550301001, sales@analytica-lab.ru";5501124119;Зонт вытяжной, полипропилен, ПВХ-воздуховод 80 мм, настенное крепление, светильник, габаритные размеры, мм: 600х600х450 ЗВ-600-Пп-01-С ГОСТ 16371-2014. Масса-0,025 т.;Зонт вытяжной, полипропилен, ПВХ-воздуховод 80 мм, настенное крепление, светильник, габаритные размеры, мм: 600х600х450 ЗВ-600-Пп-01-С ГОСТ 16371-2014. Масса-0,025 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1159;13-224257-С;"ООО ""Белэнергомаш-БЗЭМ"", ИНН 3123315768";3123315768;Отвод ОК I 90-426(19К48)-12,5(18,75)-В-1,5Dн-60 по типу ТУ 1469-017-38948552-2015.;Отвод ОК I 90-426(19К48)-12,5(18,75)-В-1,5Dн-60;ЗЕЛЁНЫЙ;True;;
